 Simulation of solvent flow around colloids
  304000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.305E+03 0.136E+05
  305000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.206E+03 0.141E+05
  306000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.541E+03 0.149E+05
  307000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.271E+03 0.143E+05
  308000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.495E+03 0.144E+05
  309000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.125E+03 0.138E+05
  310000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.526E+03 0.150E+05
  311000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.411E+03 0.149E+05
  312000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.536E+03 0.146E+05
  313000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.413E+03 0.140E+05
  314000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.858E+03 0.146E+05
  315000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.526E+03 0.146E+05
  316000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.133E+04 0.135E+05
  317000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.117E+03 0.138E+05
  318000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.108E+03 0.133E+05
  319000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.844E+03 0.136E+05
  320000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.134E+04 0.136E+05
  321000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.813E+03 0.131E+05
  322000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.414E+03 0.127E+05
  323000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.473E+03 0.124E+05
  324000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.672E+03 0.127E+05
  325000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 -.562E+03 0.120E+05
  326000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 -.353E+03 0.119E+05
  327000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.166E+03 0.128E+05
  328000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.482E+02 0.128E+05
  329000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 -.769E+03 0.127E+05
  330000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.129E+04 0.133E+05
  331000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.387E+03 0.126E+05
  332000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.232E+03 0.132E+05
  333000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.532E+03 0.138E+05
  334000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.657E+03 0.147E+05
  335000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.203E+01 0.142E+05
  336000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.883E+03 0.141E+05
  337000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.419E+03 0.140E+05
  338000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.456E+03 0.150E+05
  339000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.455E+03 0.148E+05
  340000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.310E+02 0.147E+05
  341000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.530E+02 0.143E+05
  342000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.667E+03 0.144E+05
  343000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.232E+03 0.148E+05
  344000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.583E+02 0.140E+05
  345000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.514E+03 0.142E+05
  346000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 -.820E+03 0.150E+05
  347000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.308E+02 0.150E+05
  348000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.284E+02 0.145E+05
  349000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.571E+03 0.141E+05
  350000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.978E+02 0.141E+05
  351000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.885E+02 0.136E+05
  352000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.669E+03 0.139E+05
  353000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.158E+04 0.137E+05
  354000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.215E+03 0.135E+05
  355000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.272E+03 0.137E+05
  356000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.409E+03 0.134E+05
  357000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.911E+02 0.132E+05
  358000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.184E+03 0.126E+05
  359000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 0.666E+03 0.132E+05
  360000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.170E+04 0.129E+05
  361000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.978E+03 0.134E+05
  362000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.119E+04 0.138E+05
  363000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.697E+03 0.139E+05
  364000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 0.872E+03 0.141E+05
  365000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.181E+04 0.145E+05
  366000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.203E+03 0.136E+05
  367000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.230E+03 0.141E+05
  368000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.140E+03 0.142E+05
  369000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.120E+04 0.142E+05
  370000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.584E+03 0.143E+05
  371000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.583E+03 0.142E+05
  372000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.591E+03 0.142E+05
  373000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.226E+03 0.150E+05
  374000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.822E+03 0.150E+05
  375000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.716E+02 0.151E+05
  376000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.302E+03 0.147E+05
  377000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.950E+03 0.154E+05
  378000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.125E+04 0.153E+05
  379000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.384E+02 0.150E+05
  380000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.742E+03 0.152E+05
  381000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.102E+04 0.150E+05
  382000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.235E+03 0.152E+05
  383000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.674E+03 0.147E+05
  384000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.202E+03 0.144E+05
  385000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.302E+03 0.144E+05
  386000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.660E+03 0.142E+05
  387000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.128E+03 0.146E+05
  388000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.849E+03 0.142E+05
  389000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.920E+03 0.129E+05
  390000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.484E+03 0.128E+05
  391000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.271E+03 0.131E+05
  392000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.322E+03 0.129E+05
  393000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.938E+03 0.131E+05
  394000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.219E+03 0.142E+05
  395000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 -.386E+03 0.139E+05
  396000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.348E+03 0.140E+05
  397000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.317E+03 0.140E+05
  398000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.772E+03 0.150E+05
  399000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.460E+02 0.157E+05
  400000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.742E+03 0.159E+05
  401000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.132E+04 0.151E+05
  402000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.999E+02 0.148E+05
  403000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.568E+03 0.149E+05
  404000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.170E+04 0.149E+05
  405000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.917E+03 0.149E+05
  406000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.447E+03 0.146E+05
  407000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.104E+03 0.148E+05
  408000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.339E+03 0.145E+05
  409000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.109E+04 0.148E+05
  410000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.392E+03 0.135E+05
  411000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.224E+03 0.129E+05
  412000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.218E+03 0.142E+05
  413000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.790E+03 0.131E+05
  414000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.171E+04 0.140E+05
  415000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.119E+03 0.149E+05
  416000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.257E+03 0.156E+05
  417000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 -.219E+03 0.152E+05
  418000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.551E+03 0.156E+05
  419000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.620E+01 0.154E+05
  420000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.599E+03 0.150E+05
  421000 0.998E+00 0.449E+06 0.449E+06 0.000E+00 0.168E+03 0.150E+05
  422000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.519E+03 0.147E+05
  423000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.282E+03 0.140E+05
  424000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.232E+03 0.148E+05
  425000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.465E+03 0.139E+05
  426000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.294E+03 0.137E+05
  427000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.839E+03 0.141E+05
  428000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.653E+03 0.135E+05
  429000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.880E+03 0.131E+05
  430000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.364E+03 0.128E+05
  431000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.614E+03 0.131E+05
  432000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.366E+03 0.128E+05
  433000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.455E+01 0.132E+05
  434000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.103E+04 0.134E+05
  435000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.287E+03 0.133E+05
  436000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.516E+03 0.135E+05
  437000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.169E+03 0.130E+05
  438000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.780E+03 0.138E+05
  439000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.564E+03 0.135E+05
  440000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.327E+03 0.145E+05
  441000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.198E+03 0.141E+05
  442000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.809E+02 0.138E+05
  443000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.122E+03 0.142E+05
  444000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.126E+04 0.141E+05
  445000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.162E+02 0.140E+05
  446000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.352E+03 0.146E+05
  447000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.977E+03 0.143E+05
  448000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.342E+03 0.146E+05
  449000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.318E+03 0.146E+05
  450000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.398E+03 0.147E+05
  451000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.310E+03 0.143E+05
  452000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.276E+03 0.137E+05
  453000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.728E+03 0.135E+05
  454000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.504E+03 0.132E+05
  455000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.939E+01 0.125E+05
  456000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.294E+03 0.129E+05
  457000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.459E+03 0.129E+05
  458000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.449E+03 0.127E+05
  459000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.364E+03 0.132E+05
  460000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.326E+02 0.130E+05
  461000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.639E+02 0.122E+05
  462000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.443E+03 0.125E+05
  463000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.510E+03 0.127E+05
  464000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.123E+04 0.133E+05
  465000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.863E+03 0.125E+05
  466000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.306E+03 0.130E+05
  467000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 0.127E+04 0.118E+05
  468000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.276E+03 0.129E+05
  469000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.100E+04 0.133E+05
  470000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.503E+02 0.133E+05
  471000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.262E+03 0.138E+05
  472000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.171E+04 0.147E+05
  473000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.523E+03 0.142E+05
  474000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.633E+03 0.142E+05
  475000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.141E+04 0.146E+05
  476000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.970E+03 0.146E+05
  477000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.899E+03 0.138E+05
  478000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.567E+03 0.144E+05
  479000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.722E+03 0.141E+05
  480000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.402E+03 0.140E+05
  481000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.553E+03 0.135E+05
  482000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.243E+03 0.137E+05
  483000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.442E+03 0.133E+05
  484000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.422E+03 0.134E+05
  485000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.303E+03 0.130E+05
  486000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.103E+02 0.128E+05
  487000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.140E+03 0.126E+05
  488000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.609E+03 0.135E+05
  489000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.823E+03 0.131E+05
  490000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.102E+04 0.128E+05
  491000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.646E+03 0.133E+05
  492000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.365E+03 0.139E+05
  493000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.274E+03 0.134E+05
  494000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 0.724E+03 0.138E+05
  495000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.864E+03 0.134E+05
  496000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.608E+02 0.137E+05
  497000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.121E+02 0.145E+05
  498000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.753E+03 0.149E+05
  499000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.743E+03 0.146E+05
  500000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.622E+03 0.150E+05
  501000 0.998E+00 0.449E+06 0.449E+06 0.000E+00 0.758E+03 0.151E+05
  502000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.450E+03 0.146E+05
  503000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.672E+03 0.144E+05
  504000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.505E+03 0.153E+05
  505000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.611E+03 0.157E+05
  506000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.119E+04 0.161E+05
  507000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.115E+04 0.152E+05
  508000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.404E+03 0.146E+05
  509000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.850E+03 0.152E+05
  510000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.567E+03 0.150E+05
  511000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.300E+03 0.144E+05
  512000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.249E+03 0.147E+05
  513000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.678E+03 0.139E+05
  514000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.776E+03 0.145E+05
  515000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.416E+03 0.147E+05
  516000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.516E+03 0.149E+05
  517000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.254E+03 0.146E+05
  518000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.708E+03 0.147E+05
  519000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.206E+03 0.138E+05
  520000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.195E+03 0.136E+05
  521000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.767E+03 0.135E+05
  522000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.823E+03 0.136E+05
  523000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.454E+02 0.137E+05
  524000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.935E+03 0.135E+05
  525000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.188E+03 0.137E+05
  526000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.555E+03 0.138E+05
  527000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.504E+03 0.142E+05
  528000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.490E+03 0.135E+05
  529000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.973E+02 0.132E+05
  530000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.417E+03 0.141E+05
  531000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.883E+03 0.141E+05
  532000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.127E+03 0.138E+05
  533000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.120E+04 0.135E+05
  534000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.106E+04 0.141E+05
  535000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.329E+03 0.141E+05
  536000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.496E+03 0.140E+05
  537000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.123E+04 0.139E+05
  538000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.659E+03 0.137E+05
  539000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.390E+03 0.137E+05
  540000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.352E+03 0.131E+05
  541000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.125E+03 0.140E+05
  542000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.873E+03 0.142E+05
  543000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.105E+04 0.142E+05
  544000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.251E+03 0.144E+05
  545000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.994E+03 0.147E+05
  546000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.343E+03 0.145E+05
  547000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.130E+04 0.147E+05
  548000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.601E+03 0.148E+05
  549000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.320E+03 0.143E+05
  550000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.173E+03 0.142E+05
  551000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.144E+04 0.143E+05
  552000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.102E+03 0.143E+05
  553000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.534E+03 0.136E+05
  554000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.270E+03 0.140E+05
  555000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.198E+03 0.143E+05
  556000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.551E+02 0.146E+05
  557000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.374E+03 0.152E+05
  558000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.574E+03 0.152E+05
  559000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.372E+03 0.152E+05
  560000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.223E+03 0.151E+05
  561000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.375E+03 0.151E+05
  562000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.859E+02 0.152E+05
  563000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.907E+03 0.157E+05
  564000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.567E+03 0.154E+05
  565000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.499E+02 0.159E+05
  566000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.264E+03 0.148E+05
  567000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.161E+04 0.152E+05
  568000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.114E+04 0.140E+05
  569000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.111E+04 0.147E+05
  570000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.142E+02 0.144E+05
  571000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 0.829E+03 0.146E+05
  572000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.167E+04 0.140E+05
  573000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.119E+04 0.137E+05
  574000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.774E+02 0.148E+05
  575000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.640E+03 0.139E+05
  576000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.872E+03 0.133E+05
  577000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.723E+03 0.132E+05
  578000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.633E+03 0.143E+05
  579000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.605E+03 0.136E+05
  580000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.763E+03 0.140E+05
  581000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.169E+03 0.135E+05
  582000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.225E+03 0.130E+05
  583000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.356E+03 0.138E+05
  584000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.139E+03 0.137E+05
  585000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.174E+03 0.138E+05
  586000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.645E+03 0.139E+05
  587000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.123E+04 0.146E+05
  588000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.116E+04 0.144E+05
  589000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.204E+04 0.136E+05
  590000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.560E+03 0.136E+05
  591000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.352E+03 0.134E+05
  592000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.901E+03 0.127E+05
  593000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.598E+03 0.129E+05
  594000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.905E+03 0.136E+05
  595000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.810E+03 0.133E+05
  596000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 -.278E+03 0.135E+05
  597000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.721E+03 0.146E+05
  598000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.595E+03 0.140E+05
  599000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.128E+02 0.138E+05
  600000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.195E+02 0.139E+05
  601000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.204E+03 0.132E+05
  602000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.312E+03 0.137E+05
  603000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.125E+04 0.140E+05
  604000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.449E+03 0.137E+05
  605000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.448E+02 0.139E+05
  606000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.421E+03 0.135E+05
  607000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.291E+03 0.135E+05
