 Simulation of solvent flow around colloids
  121000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.352E+03 0.130E+05
  122000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.267E+03 0.127E+05
  123000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.508E+03 0.125E+05
  124000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.799E+03 0.125E+05
  125000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.274E+03 0.132E+05
  126000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.140E+04 0.129E+05
  127000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.588E+03 0.134E+05
  128000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.278E+03 0.130E+05
  129000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.819E+03 0.129E+05
  130000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.156E+03 0.132E+05
  131000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.706E+03 0.130E+05
  132000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.385E+03 0.130E+05
  133000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.485E+03 0.130E+05
  134000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.244E+03 0.127E+05
  135000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 -.324E+03 0.130E+05
  136000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.737E+03 0.137E+05
  137000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 0.261E+03 0.130E+05
  138000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 0.892E+03 0.135E+05
  139000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 0.568E+03 0.132E+05
  140000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.817E+03 0.136E+05
  141000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.264E+03 0.142E+05
  142000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.306E+03 0.143E+05
  143000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.899E+03 0.136E+05
  144000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.390E+03 0.139E+05
  145000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.680E+02 0.138E+05
  146000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.396E+03 0.140E+05
  147000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.323E+03 0.134E+05
  148000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.648E+03 0.141E+05
  149000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.267E+03 0.136E+05
  150000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.180E+02 0.141E+05
  151000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.737E+03 0.136E+05
  152000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.276E+03 0.131E+05
  153000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.390E+03 0.136E+05
  154000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.134E+02 0.127E+05
  155000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.187E+03 0.130E+05
  156000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.713E+02 0.124E+05
  157000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.372E+03 0.125E+05
  158000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.987E+02 0.132E+05
  159000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.892E+03 0.126E+05
  160000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.412E+03 0.129E+05
  161000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.324E+03 0.128E+05
  162000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.437E+03 0.128E+05
  163000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.596E+03 0.136E+05
  164000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.872E+03 0.126E+05
  165000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.414E+03 0.131E+05
  166000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 -.958E+03 0.130E+05
  167000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.476E+03 0.126E+05
  168000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.354E+03 0.121E+05
  169000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.738E+03 0.120E+05
  170000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.476E+03 0.121E+05
  171000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.764E+03 0.123E+05
  172000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.643E+03 0.121E+05
  173000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.106E+04 0.123E+05
  174000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.646E+02 0.121E+05
  175000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.418E+03 0.122E+05
  176000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.392E+03 0.121E+05
  177000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.439E+03 0.120E+05
  178000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.468E+03 0.119E+05
  179000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.413E+03 0.115E+05
  180000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.115E+04 0.120E+05
  181000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.938E+03 0.115E+05
  182000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.945E+03 0.116E+05
  183000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.677E+03 0.126E+05
  184000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.717E+03 0.129E+05
  185000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.756E+01 0.122E+05
  186000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.104E+04 0.122E+05
  187000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.181E+03 0.121E+05
  188000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.207E+03 0.118E+05
  189000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.132E+04 0.118E+05
  190000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.197E+03 0.117E+05
  191000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.968E+03 0.116E+05
  192000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.446E+03 0.119E+05
  193000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.144E+03 0.117E+05
  194000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.429E+03 0.120E+05
  195000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.483E+03 0.115E+05
  196000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.441E+03 0.124E+05
  197000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.840E+03 0.124E+05
  198000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.498E+03 0.128E+05
  199000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.151E+04 0.126E+05
  200000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.299E+02 0.127E+05
  201000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.153E+04 0.134E+05
  202000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.173E+04 0.135E+05
  203000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.842E+03 0.133E+05
  204000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.115E+03 0.133E+05
  205000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.861E+02 0.131E+05
  206000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.406E+03 0.134E+05
  207000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.279E+03 0.129E+05
  208000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.781E+03 0.125E+05
  209000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.296E+03 0.126E+05
  210000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.150E+03 0.126E+05
  211000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.428E+03 0.127E+05
  212000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.480E+03 0.126E+05
  213000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.759E+03 0.124E+05
  214000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.113E+04 0.125E+05
  215000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.132E+04 0.128E+05
  216000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.786E+03 0.133E+05
  217000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.106E+04 0.134E+05
  218000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.462E+03 0.137E+05
  219000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.324E+03 0.128E+05
  220000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.371E+03 0.128E+05
  221000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.241E+03 0.132E+05
  222000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.470E+03 0.134E+05
  223000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.300E+03 0.127E+05
  224000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.588E+03 0.135E+05
  225000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.196E+03 0.131E+05
  226000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.522E+03 0.130E+05
  227000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.217E+03 0.125E+05
  228000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.182E+03 0.130E+05
  229000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.168E+03 0.133E+05
  230000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.284E+03 0.129E+05
  231000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.301E+02 0.126E+05
  232000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.926E+02 0.132E+05
  233000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.740E+03 0.126E+05
  234000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.682E+03 0.122E+05
  235000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.443E+03 0.122E+05
  236000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.454E+03 0.123E+05
  237000 0.998E+00 0.449E+06 0.449E+06 0.000E+00 0.113E+04 0.130E+05
  238000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.318E+03 0.125E+05
  239000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.886E+03 0.122E+05
  240000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.243E+03 0.124E+05
  241000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.407E+03 0.126E+05
  242000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.872E+03 0.126E+05
  243000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.639E+01 0.134E+05
  244000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.131E+04 0.134E+05
  245000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.126E+03 0.128E+05
  246000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.595E+03 0.130E+05
  247000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.691E+03 0.130E+05
  248000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.966E+03 0.129E+05
  249000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.501E+03 0.126E+05
  250000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.402E+03 0.128E+05
  251000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.240E+03 0.131E+05
  252000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.638E+03 0.130E+05
  253000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.944E+01 0.132E+05
  254000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.467E+03 0.129E+05
  255000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.144E+03 0.124E+05
  256000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.119E+04 0.123E+05
  257000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.436E+03 0.118E+05
  258000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.129E+04 0.114E+05
  259000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.220E+03 0.127E+05
  260000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.788E+03 0.125E+05
  261000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.292E+03 0.122E+05
  262000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.659E+03 0.118E+05
  263000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.841E+02 0.116E+05
  264000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.406E+03 0.123E+05
  265000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.141E+04 0.125E+05
  266000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.594E+03 0.125E+05
  267000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.719E+03 0.127E+05
  268000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.314E+03 0.121E+05
  269000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.111E+04 0.117E+05
  270000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.104E+04 0.118E+05
  271000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.164E+03 0.114E+05
  272000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.960E+03 0.118E+05
  273000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.304E+02 0.116E+05
  274000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.934E+02 0.120E+05
  275000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.314E+03 0.121E+05
  276000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.214E+03 0.120E+05
  277000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.122E+03 0.117E+05
  278000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.148E+03 0.114E+05
  279000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.548E+03 0.122E+05
  280000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.364E+03 0.125E+05
  281000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.388E+03 0.124E+05
  282000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.254E+03 0.126E+05
  283000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.637E+03 0.129E+05
  284000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.942E+03 0.126E+05
  285000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.108E+03 0.129E+05
  286000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.133E+04 0.129E+05
  287000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.172E+04 0.128E+05
  288000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.501E+03 0.127E+05
  289000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.814E+03 0.130E+05
  290000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.584E+03 0.125E+05
  291000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.141E+04 0.121E+05
  292000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.474E+02 0.125E+05
  293000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.712E+03 0.122E+05
  294000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.460E+03 0.120E+05
  295000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.294E+03 0.118E+05
  296000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.499E+03 0.122E+05
  297000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.883E+03 0.119E+05
  298000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.106E+04 0.119E+05
  299000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.718E+03 0.126E+05
  300000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.696E+03 0.127E+05
  301000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.661E+03 0.120E+05
  302000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.175E+04 0.122E+05
  303000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.322E+03 0.120E+05
