  0.0000000E+00  7.931128445756240E-004  2.989744042226286E-005
   1.000000      1.812519157609626E-003  1.588324730161334E-005
   2.000000      3.217452357198974E-003  2.443555511487468E-005
   3.000000      4.783618231033622E-003  1.087982814155396E-006
   4.000000      6.368814573374544E-003 -8.136859682037334E-006
   5.000000      7.771182461014306E-003  1.599294555622283E-005
   6.000000      8.961332232601087E-003  2.532118566522246E-006
   7.000000      1.019347129937986E-002  8.317742279530302E-006
   8.000000      1.159198221102613E-002 -4.602402234044361E-008
   9.000000      1.281726430446214E-002  1.377846418889955E-005
   10.00000      1.386054416126533E-002  1.286263236000234E-005
   11.00000      1.496729204677080E-002 -4.639523775737122E-006
   12.00000      1.575573201348210E-002 -1.090222539487255E-005
   13.00000      1.667853568324545E-002 -1.205390219881031E-005
   14.00000      1.790021865486319E-002 -8.568086011794444E-006
   15.00000      1.880147542311107E-002 -7.820749780873865E-006
   16.00000      1.956848752983808E-002 -1.444256240597604E-005
   17.00000      2.062497626067243E-002  2.018763183363264E-005
   18.00000      2.180000531595081E-002 -1.573404853307101E-005
   19.00000      2.308850499607179E-002 -1.272217117030159E-005
   20.00000      2.392572589923532E-002  1.442585476638228E-005
   21.00000      2.454072931561075E-002 -8.980814969485768E-006
   22.00000      2.533102261767159E-002 -1.283395627379018E-005
   23.00000      2.597764902005254E-002 -1.767945141358987E-005
   24.00000      2.661215102819763E-002 -4.502978345546629E-005
   25.00000      2.738120083428669E-002 -4.797320713259017E-006
   26.00000      2.797254273354691E-002 -2.962999048529273E-005
   27.00000      2.886143978938350E-002  8.209653786983270E-006
   28.00000      2.963620638604127E-002 -2.216409427467349E-006
   29.00000      3.015032442572980E-002 -6.883740972373271E-006
   30.00000      3.092464786520470E-002 -1.590254669935702E-005
   31.00000      3.146597572873906E-002 -1.740752109875307E-005
   32.00000      3.194601769240697E-002 -1.439276987900830E-005
   33.00000      3.244554115525137E-002  6.397419102507763E-006
   34.00000      3.297023861202304E-002 -2.626135851910620E-005
   35.00000      3.334928150451888E-002 -1.359351356947129E-005
   36.00000      3.337980648627890E-002 -9.694126395403969E-006
   37.00000      3.345416903392871E-002 -1.353763735875252E-005
   38.00000      3.391613300245900E-002 -2.882056754665730E-005
   39.00000      3.437101752585398E-002 -5.149975241469793E-006
   40.00000      3.487303129498068E-002 -5.373088082142125E-006
   41.00000      3.513522754533990E-002  8.871816955722456E-006
   42.00000      3.530292155311159E-002 -6.840587590454127E-006
   43.00000      3.560866800986045E-002 -3.170020636249922E-006
   44.00000      3.573048781775320E-002  7.129307522335582E-006
   45.00000      3.588279185370579E-002 -4.646010524364846E-006
   46.00000      3.601640589822509E-002  8.653709132446257E-006
   47.00000      3.581058730134654E-002 -1.802145087056713E-005
   48.00000      3.599214736107589E-002 -8.839632260068642E-006
   49.00000      3.616612333582125E-002 -2.982079962566179E-005
   50.00000      3.624154172858731E-002  1.702866997758500E-005
   51.00000      3.669200526223821E-002 -4.139040952289498E-006
   52.00000      3.674438998068531E-002  2.360902426461941E-007
   53.00000      3.655596152965257E-002 -1.250505856708202E-005
   54.00000      3.643633211935901E-002  1.265026944553986E-006
   55.00000      3.639481858032291E-002 -1.866574146186356E-005
   56.00000      3.630567509204691E-002 -1.703935912946764E-005
   57.00000      3.599701221273312E-002  1.827593754263185E-005
   58.00000      3.578808556045397E-002  2.888107077211530E-006
   59.00000      3.575356632748428E-002 -1.594422921121953E-005
   60.00000      3.538389303710738E-002 -2.151901399377966E-005
   61.00000      3.523176057289438E-002 -4.157038834760982E-006
   62.00000      3.506464139992405E-002 -5.442714663624610E-006
   63.00000      3.450640324484785E-002  2.600637504324216E-006
   64.00000      3.393425779794568E-002  1.500083859989130E-005
   65.00000      3.348490153612128E-002  3.545132624285066E-006
   66.00000      3.321956102781780E-002 -7.645169700103134E-006
   67.00000      3.270787513060587E-002  8.027058305634740E-007
   68.00000      3.221830326690421E-002  4.290356021422002E-006
   69.00000      3.173926441915585E-002 -1.681928963924019E-005
   70.00000      3.131947742621045E-002 -5.534856992820139E-006
   71.00000      3.081482053155900E-002 -3.558227500511629E-006
   72.00000      3.014156557732102E-002 -7.421556559280070E-006
   73.00000      2.952068425686388E-002 -2.298857968895623E-005
   74.00000      2.892572208713071E-002  2.366770433129489E-005
   75.00000      2.827128099980584E-002 -2.210725928427582E-005
   76.00000      2.727368649962853E-002  2.879396893429935E-005
   77.00000      2.625401173618384E-002 -1.928558492126343E-005
   78.00000      2.546741369244927E-002 -4.405304195163417E-005
   79.00000      2.462942900589051E-002  9.222553057580670E-006
   80.00000      2.360552440707161E-002  5.640933196484832E-007
   81.00000      2.244040206350187E-002  1.759606314687835E-005
   82.00000      2.130192527688524E-002  1.868965513984904E-005
   83.00000      2.062053130619246E-002 -1.148944347615594E-005
   84.00000      1.958385750551471E-002  3.987987455023038E-005
   85.00000      1.853666246350547E-002 -2.793780023631596E-005
   86.00000      1.760818674986576E-002  3.725512985094797E-005
